;origin;destination;departure;drone
1208;(9.814859129816474, 52.39250670506805);(9.835859399002235, 52.32631816369151);00:23:19.07;W178
1209;(9.763658344303401, 52.33283897175488);(9.767231108325255, 52.41717578818358);00:23:20.22;M600
1210;(9.813791399043941, 52.34901070471247);(9.706317623191003, 52.37547526561647);00:23:21.38;M600
1211;(9.769348000868513, 52.424720030835836);(9.762553242604373, 52.33489691178684);00:23:22.54;M600
1212;(9.701113486913686, 52.39687707648018);(9.719895468131874, 52.34835291784472);00:23:23.69;Amzn
1213;(9.804373081113631, 52.30778639497556);(9.779908994709409, 52.340581786372894);00:23:24.85;M600
1214;(9.715105106148282, 52.312188388510855);(9.69882178922414, 52.351664827407205);00:23:26.01;M600
1215;(9.730117787609423, 52.31827564756848);(9.824669407264508, 52.391369051528464);00:23:27.17;M600
1216;(9.749074937618023, 52.328541336938365);(9.649823225101793, 52.3607907290449);00:23:28.32;Amzn
1217;(9.724265016783667, 52.424041292127754);(9.77191307730689, 52.34888509906224);00:23:29.48;Amzn
1218;(9.802540037911895, 52.32110989091875);(9.820394560854727, 52.306289067964336);00:23:30.64;M600
1219;(9.735623757198315, 52.320151211978526);(9.70974448148857, 52.40880908082101);00:23:31.79;Amzn
1220;(9.794146841480078, 52.42109080267952);(9.650776394124557, 52.37297529490558);00:23:32.95;M600
1221;(9.716762091520078, 52.40822207279026);(9.677569113969023, 52.401884166917306);00:23:34.11;W178
1222;(9.667204357902, 52.35220392382735);(9.664382459967646, 52.37552572258201);00:23:35.27;W178
1223;(9.741208683020645, 52.390714193302955);(9.773725011972305, 52.413965293047795);00:23:36.42;Amzn
1224;(9.749184884529868, 52.31505997882141);(9.821425112798844, 52.36198340167984);00:23:37.58;M600
1225;(9.829135274264512, 52.32464347638138);(9.65028458844737, 52.343797615375316);00:23:38.74;Amzn
1226;(9.805983718336988, 52.36982577051839);(9.754533597169855, 52.38279307773829);00:23:39.90;M600
1227;(9.80773214582317, 52.30277252704876);(9.780589298771222, 52.35742337690418);00:23:41.05;M600
1228;(9.757674795939634, 52.33769695594379);(9.688175936266399, 52.35472427283306);00:23:42.21;W178
1229;(9.828137212722789, 52.39238021969917);(9.67773538354733, 52.43350550985061);00:23:43.37;M600
1230;(9.729999823171505, 52.34165838685777);(9.788752003088492, 52.39919869126172);00:23:44.52;M600
1231;(9.800316211926749, 52.29933244584593);(9.754749777477269, 52.36794746823677);00:23:45.68;M600
1232;(9.74072567646886, 52.32088823290033);(9.806039485041998, 52.38557136592216);00:23:46.84;Amzn
1233;(9.814653404107096, 52.35963574278009);(9.647226036091553, 52.31890489185971);00:23:48.00;Amzn
1234;(9.672712958591626, 52.30890427951595);(9.778311765655287, 52.363191847720415);00:23:49.15;W178
1235;(9.70787158096547, 52.32274114154176);(9.681058293364824, 52.31194067147271);00:23:50.31;Amzn
1236;(9.705813470862353, 52.297907669064735);(9.674857439684613, 52.379267560764724);00:23:51.47;M600
1237;(9.704452018879296, 52.425791175016315);(9.646826151695919, 52.30791669471439);00:23:52.62;Amzn
1238;(9.689815217109164, 52.305510305275824);(9.780443871695397, 52.313396398347706);00:23:53.78;M600
1239;(9.815905721602938, 52.37000976591839);(9.801303180506137, 52.33703396440575);00:23:54.94;M600
1240;(9.84014157215217, 52.40292360221376);(9.77251039676899, 52.31233478319959);00:23:56.10;M600
1241;(9.700810436474942, 52.33103558132703);(9.665422243197579, 52.354330331350454);00:23:57.25;Amzn
1242;(9.830620278655623, 52.38906222985278);(9.679676948145842, 52.403259924671225);00:23:58.41;Amzn
1243;(9.711028541999694, 52.33937878359838);(9.69898135080738, 52.430800536411525);00:23:59.57;W178
1244;(9.713210248854704, 52.35152881610663);(9.754910370826467, 52.37431868875466);00:24:00.73;M600
1245;(9.672073284008558, 52.31228140728959);(9.795995612316961, 52.33575432992353);00:24:01.88;Amzn
1246;(9.676448364058656, 52.310106992041035);(9.799924584392768, 52.343510096174704);00:24:03.04;M600
1247;(9.69398353944976, 52.408266428879536);(9.685819902415252, 52.35933211449358);00:24:04.20;M600
1248;(9.722328691849055, 52.359850596759784);(9.787929000475511, 52.3649946107731);00:24:05.35;Amzn
1249;(9.799846445617451, 52.42209691908973);(9.694218522009738, 52.30395650014498);00:24:06.51;M600
1250;(9.656226312726945, 52.4353864466478);(9.711633750289971, 52.38438297266075);00:24:07.67;W178
1251;(9.710984513385425, 52.342654980467124);(9.826863158854376, 52.317403422091616);00:24:08.83;Amzn
1252;(9.774468359578005, 52.38639467576775);(9.652468755899209, 52.33236527797338);00:24:09.98;M600
1253;(9.730075520696317, 52.34974922770273);(9.657085636018017, 52.311213746708354);00:24:11.14;M600
1254;(9.646192860098642, 52.30510853801874);(9.747306792248928, 52.34422803042031);00:24:12.30;Amzn
1255;(9.749531202759478, 52.41716766760712);(9.788130122978044, 52.40256961352582);00:24:13.45;W178
1256;(9.754513421472849, 52.31914953788667);(9.744118075625046, 52.430334218176775);00:24:14.61;Amzn
1257;(9.80104576708322, 52.355354649483765);(9.771246761929953, 52.431357348823425);00:24:15.77;Amzn
1258;(9.690018746733987, 52.40212121728643);(9.735951895064552, 52.36141477836629);00:24:16.93;Amzn
1259;(9.818729665996228, 52.38471390472014);(9.790482832893895, 52.37690198121798);00:24:18.08;W178
1260;(9.827012705785105, 52.327629034281905);(9.749607990932127, 52.415066145557645);00:24:19.24;M600
1261;(9.73420783400729, 52.35786390024313);(9.82736756505707, 52.39012250613427);00:24:20.40;Amzn
1262;(9.83009831905988, 52.38120639919581);(9.762482074811723, 52.42567479912599);00:24:21.56;Amzn
1263;(9.817662197854442, 52.359931189345666);(9.676864376249442, 52.41665375390839);00:24:22.71;M600
1264;(9.717217765112228, 52.3889292053692);(9.840655100845396, 52.42483622855044);00:24:23.87;Amzn
1265;(9.815088521439643, 52.342617039188724);(9.707085424513371, 52.41336437865314);00:24:25.03;W178
1266;(9.729982355990712, 52.38095200134617);(9.791234934033797, 52.330312749184515);00:24:26.18;W178
1267;(9.737573342563866, 52.40757249916556);(9.80918794402843, 52.32182152021954);00:24:27.34;Amzn
1268;(9.688095836761924, 52.35683701935945);(9.78768701100745, 52.328999272167664);00:24:28.50;M600
1269;(9.714890226167459, 52.426404438832854);(9.719054775611871, 52.301444413338515);00:24:29.66;M600
1270;(9.73291791019939, 52.38719268409065);(9.657769918197367, 52.34324993633098);00:24:30.81;M600
1271;(9.75830954487973, 52.4334790115394);(9.83099587472936, 52.330408161114455);00:24:31.97;M600
1272;(9.804642655417727, 52.30024148447373);(9.68293603695896, 52.33462567711018);00:24:33.13;Amzn
1273;(9.800985544042458, 52.35330795252241);(9.78686334105615, 52.32219133310924);00:24:34.28;M600
1274;(9.651032358209934, 52.31088201213018);(9.812433033518195, 52.36185790251484);00:24:35.44;M600
1275;(9.64846687644801, 52.43330956446647);(9.673345637176263, 52.36679847214128);00:24:36.60;W178
1276;(9.685366143829052, 52.33577364054797);(9.779130506698165, 52.29937463458676);00:24:37.76;Amzn
1277;(9.64797056514743, 52.4036255175787);(9.814354623021087, 52.370487450488156);00:24:38.91;Amzn
1278;(9.735961732663016, 52.397859182922474);(9.78562085714133, 52.38801140798812);00:24:40.07;Amzn
1279;(9.838764963319624, 52.41080441166451);(9.771683224857654, 52.383706661644155);00:24:41.23;M600
1280;(9.750360666007813, 52.33104138877456);(9.691306123545258, 52.41330106507815);00:24:42.38;W178
1281;(9.821163608540743, 52.35794770129388);(9.747677278088867, 52.38615846232714);00:24:43.54;M600
1282;(9.760238894338993, 52.42322177771618);(9.771847780230505, 52.338919651431794);00:24:44.70;M600
1283;(9.660981983538184, 52.35658896121329);(9.66221858151998, 52.33642639625458);00:24:45.86;M600
1284;(9.822151073367856, 52.42696737262645);(9.712587412847068, 52.32172296260565);00:24:47.01;Amzn
1285;(9.799552935262724, 52.39632714407092);(9.759419470918264, 52.40609598595066);00:24:48.17;Amzn
1286;(9.681429725670682, 52.36040762334769);(9.688651443477685, 52.373760127788756);00:24:49.33;Amzn
1287;(9.668249961553359, 52.38533506268366);(9.785747721470933, 52.320328503538654);00:24:50.49;W178
1288;(9.74091814511478, 52.35931595422996);(9.815147460736304, 52.300760926166134);00:24:51.64;M600
1289;(9.787794325975971, 52.408589363864486);(9.763402803478192, 52.39328684563065);00:24:52.80;W178
1290;(9.765887858205941, 52.34659863116368);(9.797109294372708, 52.31034787194415);00:24:53.96;Amzn
1291;(9.646238855631788, 52.30569001797615);(9.758637195046955, 52.363262145941135);00:24:55.11;Amzn
1292;(9.772459938583856, 52.32966361279534);(9.751066932988932, 52.424474083184656);00:24:56.27;M600
1293;(9.650266566614327, 52.399176419995975);(9.715038171802625, 52.37657415141035);00:24:57.43;Amzn
1294;(9.755966205208498, 52.42329935867277);(9.818764674463, 52.42918975200879);00:24:58.59;Amzn
1295;(9.812436497426642, 52.32105178417817);(9.692948081153919, 52.418148319732225);00:24:59.74;M600
1296;(9.679459223493064, 52.39366431089172);(9.741467980572596, 52.38103637861918);00:25:00.90;Amzn
1297;(9.812578632702047, 52.39695449971706);(9.732787904570184, 52.36216278912098);00:25:02.06;M600
1298;(9.745302217066797, 52.42430303427341);(9.820323639455925, 52.34426161212879);00:25:03.21;W178
1299;(9.774742425649178, 52.374568124656406);(9.694604402101302, 52.33589596336483);00:25:04.37;M600
1300;(9.811250200902354, 52.36283275187089);(9.735766287950351, 52.42401458967636);00:25:05.53;Amzn
1301;(9.741876698027115, 52.43276425976156);(9.763941812811666, 52.31746010869216);00:25:06.69;M600
1302;(9.80686641021563, 52.32511816040786);(9.67709543543185, 52.37776049840095);00:25:07.84;Amzn
1303;(9.76691172783919, 52.33931516466062);(9.67491659506282, 52.38466972804602);00:25:09.00;W178
1304;(9.760131239315879, 52.43776088677146);(9.684993938131782, 52.302662254069126);00:25:10.16;Amzn
1305;(9.703347334594254, 52.41176626416543);(9.735837676662085, 52.30103770850755);00:25:11.32;Amzn
1306;(9.77712987508683, 52.374767188483354);(9.781645461519746, 52.33605941611706);00:25:12.47;W178
1307;(9.708434206244121, 52.36250855309197);(9.718415456604072, 52.39340760114881);00:25:13.63;M600
1308;(9.654714706877643, 52.436869391523764);(9.662296099007076, 52.3223203060049);00:25:14.79;Amzn
1309;(9.822159374501613, 52.43147164003181);(9.716955336798058, 52.335560615369985);00:25:15.94;M600
1310;(9.78335460358453, 52.30223989805689);(9.670990105663389, 52.333852099853964);00:25:17.10;Amzn
1311;(9.689035447304361, 52.317139308176486);(9.65790117491331, 52.37096996412456);00:25:18.26;Amzn
1312;(9.666910511004465, 52.379102473381664);(9.6839305832854, 52.38786671483529);00:25:19.42;M600
1313;(9.800097200939136, 52.381687458004386);(9.676582751625672, 52.36250430768875);00:25:20.57;M600
1314;(9.812837432422324, 52.41688412674759);(9.761505342076982, 52.413876152730225);00:25:21.73;Amzn
1315;(9.839822999731046, 52.33404438060694);(9.718722908789603, 52.38881116975046);00:25:22.89;Amzn
1316;(9.808975063908328, 52.426268554662805);(9.810341248867154, 52.31313513764515);00:25:24.04;Amzn
1317;(9.748285611805667, 52.33662650061798);(9.69599115521392, 52.326596797022624);00:25:25.20;M600
1318;(9.763879714584911, 52.36096831504468);(9.728328313790527, 52.31086819222942);00:25:26.36;Amzn
1319;(9.726875337314919, 52.413503856262786);(9.668510859451988, 52.37980413268206);00:25:27.52;Amzn
1320;(9.795453805399195, 52.37565473318556);(9.78258829623743, 52.377496490024164);00:25:28.67;Amzn
1321;(9.768462534319047, 52.43237627624516);(9.685522474092815, 52.29883468543469);00:25:29.83;W178
1322;(9.74122137615396, 52.39610195476889);(9.824768659830939, 52.43333898633121);00:25:30.99;W178
1323;(9.788551845728223, 52.35567751383815);(9.647985906263177, 52.421779549800384);00:25:32.15;M600
1324;(9.798899081720096, 52.30825679671828);(9.827169438516071, 52.4341541251841);00:25:33.30;Amzn
1325;(9.727856989057829, 52.405864815929654);(9.720549803695565, 52.39598207623273);00:25:34.46;M600
1326;(9.719530020589474, 52.32544393387487);(9.832450601991505, 52.39847970958346);00:25:35.62;Amzn
1327;(9.645236690526026, 52.302635752198675);(9.819026905447519, 52.3310201290699);00:25:36.77;M600
1328;(9.750770611493422, 52.32200826155241);(9.78540380113362, 52.39372681100864);00:25:37.93;M600
1329;(9.684854233736086, 52.3481342477194);(9.833731960799652, 52.34570443707162);00:25:39.09;Amzn
1330;(9.751546479599138, 52.34344037951202);(9.724325904849206, 52.398301302393165);00:25:40.25;Amzn
1331;(9.755342725942546, 52.34882524430419);(9.645469695335844, 52.33769357770062);00:25:41.40;W178
1332;(9.752330199464529, 52.37370729949913);(9.68171356353099, 52.40083980004326);00:25:42.56;W178
1333;(9.786543151009536, 52.41579969668343);(9.665521240313478, 52.34044558022521);00:25:43.72;M600
1334;(9.741850549404692, 52.398166035831885);(9.690432685509023, 52.365855709830385);00:25:44.87;Amzn
1335;(9.654525936743486, 52.35699361537077);(9.727192604217032, 52.38883921658483);00:25:46.03;M600
1336;(9.73669626257734, 52.33076471448491);(9.769883505005014, 52.318692912499884);00:25:47.19;M600
1337;(9.75283931326322, 52.37719462005099);(9.803713932690027, 52.404137092773624);00:25:48.35;W178
1338;(9.671274091234158, 52.42687779958058);(9.74281759484873, 52.35133845074716);00:25:49.50;M600
1339;(9.766467969429968, 52.38102376423388);(9.703496426003394, 52.328212169617515);00:25:50.66;M600
1340;(9.79941373672255, 52.412093069143445);(9.734628366086747, 52.43131566419423);00:25:51.82;Amzn
1341;(9.706752901653806, 52.37252275318529);(9.684602705533502, 52.433493231092676);00:25:52.97;Amzn
1342;(9.713175730372049, 52.36936076775729);(9.71163046718594, 52.30624257782805);00:25:54.13;W178
1343;(9.82139823339536, 52.43062774022738);(9.827188557142806, 52.38167946289975);00:25:55.29;M600
1344;(9.791909854968313, 52.39494031354929);(9.732502848811384, 52.31395695898043);00:25:56.45;Amzn
1345;(9.818768263188593, 52.377172735942764);(9.668693234850428, 52.350642798507856);00:25:57.60;Amzn
1346;(9.651861465678055, 52.32108656767247);(9.706226559728202, 52.4184058369746);00:25:58.76;M600
1347;(9.8212819123687, 52.344523116122936);(9.687273952319876, 52.36337919070529);00:25:59.92;M600
1348;(9.836802042769817, 52.352585307941744);(9.683474483350182, 52.39343963528593);00:26:01.08;M600
1349;(9.775444790632838, 52.33191600474225);(9.760368462156608, 52.37778027819017);00:26:02.23;Amzn
1350;(9.773698865246448, 52.3311363238028);(9.830659017606697, 52.376234590588425);00:26:03.39;M600
1351;(9.752848295205396, 52.30280003106492);(9.69340773973416, 52.32606461494853);00:26:04.55;W178
1352;(9.842242146004287, 52.429195526130506);(9.76797656964746, 52.319067066057386);00:26:05.70;M600
1353;(9.760995524824544, 52.407171304521384);(9.789313792844574, 52.30781924708502);00:26:06.86;M600
1354;(9.809401114823808, 52.36717233136453);(9.8114418528248, 52.41629542450245);00:26:08.02;W178
1355;(9.732002727726885, 52.33119254732274);(9.823756359100745, 52.33615330423922);00:26:09.18;M600
1356;(9.743593316290465, 52.33918320328448);(9.67271779460771, 52.363494599714336);00:26:10.33;W178
1357;(9.73431450607279, 52.305391242122326);(9.71274006632827, 52.31261676328322);00:26:11.49;W178
1358;(9.701177465309737, 52.373484308521974);(9.754835923069965, 52.3369486321517);00:26:12.65;M600
1359;(9.79318901590213, 52.40529300093571);(9.69287085303588, 52.42941611083342);00:26:13.80;M600
1360;(9.787582659331964, 52.30356680703697);(9.768843220410252, 52.30595080794662);00:26:14.96;M600
1361;(9.753879183263306, 52.42020060921472);(9.713909015563122, 52.3567096141808);00:26:16.12;Amzn
1362;(9.7856559693297, 52.38358286386878);(9.751698553670408, 52.35533606119066);00:26:17.28;Amzn
1363;(9.64337984342726, 52.35348333635039);(9.720320626845087, 52.421672083324886);00:26:18.43;Amzn
1364;(9.680288872011557, 52.34016613699546);(9.6685862747903, 52.29846070391997);00:26:19.59;Amzn
1365;(9.744423726444493, 52.30536612613234);(9.733728189457088, 52.423817525087365);00:26:20.75;M600
1366;(9.804939287309306, 52.40769757687685);(9.815647379067926, 52.40531016866435);00:26:21.91;M600
1367;(9.745333071257582, 52.32655296078253);(9.704699631394245, 52.330361096428824);00:26:23.06;M600
1368;(9.790627946347229, 52.33959873502408);(9.839231602430479, 52.42851627730441);00:26:24.22;Amzn
1369;(9.781365910336556, 52.35974713967976);(9.838657098999464, 52.3012124980389);00:26:25.38;M600
1370;(9.806734611503224, 52.352404287504);(9.83931096371117, 52.3930764585881);00:26:26.53;M600
1371;(9.650215452997784, 52.383168630247475);(9.668875216384512, 52.35415428950963);00:26:27.69;Amzn
1372;(9.68093537775522, 52.31360945693182);(9.769455114198363, 52.34379997512821);00:26:28.85;M600
1373;(9.808605766907556, 52.415426784303165);(9.807119842674911, 52.362447933134995);00:26:30.01;W178
1374;(9.712054243321857, 52.322045162500324);(9.805438871668404, 52.37132559645915);00:26:31.16;Amzn
1375;(9.762415631197138, 52.41238379885871);(9.707884914208726, 52.36729126382711);00:26:32.32;M600
1376;(9.812367973729932, 52.29883408672528);(9.810944258820077, 52.426158062499006);00:26:33.48;M600
1377;(9.67142031411927, 52.35239874899511);(9.740384679725084, 52.35637653778839);00:26:34.63;M600
1378;(9.80348091192072, 52.301319671941485);(9.696829564618978, 52.3721808130027);00:26:35.79;W178
1379;(9.715265974400081, 52.39423274672253);(9.778320777010059, 52.33441165805152);00:26:36.95;W178
1380;(9.726605634160192, 52.314188992410166);(9.769571823926109, 52.380766121734666);00:26:38.11;M600
1381;(9.728789904833988, 52.41505099207273);(9.734466273173508, 52.43061521022392);00:26:39.26;Amzn
1382;(9.80669602888785, 52.388506637056594);(9.776353210114902, 52.31259553132976);00:26:40.42;M600
1383;(9.823007021126696, 52.33402686423142);(9.75623785172285, 52.394137099949894);00:26:41.58;M600
1384;(9.754845473777184, 52.36058671871406);(9.713280151485382, 52.39972754875897);00:26:42.74;M600
1385;(9.840280483143252, 52.32056605681266);(9.716623749093403, 52.37948836803259);00:26:43.89;Amzn
1386;(9.76936923984659, 52.43341645835292);(9.711150309357688, 52.391609753048606);00:26:45.05;M600
1387;(9.82170009533871, 52.34514638648521);(9.773251378075274, 52.308434133458626);00:26:46.21;M600
1388;(9.833274828990755, 52.367046676956164);(9.773392414296172, 52.37212821734176);00:26:47.36;M600
1389;(9.732615786744086, 52.40173289084856);(9.651641288261798, 52.371985063067996);00:26:48.52;M600
1390;(9.676510526210178, 52.39337401731089);(9.721556477696762, 52.32193207206793);00:26:49.68;Amzn
1391;(9.731211014627648, 52.40618690945124);(9.722287449562865, 52.37520230763006);00:26:50.84;Amzn
1392;(9.843560565663042, 52.36245182293538);(9.819933025291848, 52.30348870615217);00:26:51.99;Amzn
1393;(9.654336959653868, 52.42085227990071);(9.763844162102744, 52.29896084844139);00:26:53.15;Amzn
1394;(9.683238338629764, 52.390172006025786);(9.659806683206192, 52.43697671957793);00:26:54.31;M600
1395;(9.766230929549147, 52.42405597391912);(9.691515917220029, 52.40999809283369);00:26:55.46;M600
1396;(9.82802292669796, 52.407010689388486);(9.664798590053174, 52.3950037804851);00:26:56.62;Amzn
1397;(9.805509080405056, 52.37489948385677);(9.686528400345884, 52.32805400462746);00:26:57.78;Amzn
1398;(9.700147806484509, 52.320819834055065);(9.764224276801295, 52.35240124047166);00:26:58.94;M600
1399;(9.733517630093703, 52.38599678437374);(9.836851123060423, 52.388041522762066);00:27:00.09;W178
1400;(9.702379923740395, 52.36391141060915);(9.650762223410128, 52.375348226183846);00:27:01.25;Amzn
1401;(9.701144976920226, 52.43615784817686);(9.763433921562696, 52.4095674868502);00:27:02.41;M600
1402;(9.7308297881581, 52.39280612503305);(9.719656946965918, 52.34801176243158);00:27:03.56;M600
1403;(9.74702345686228, 52.42170410037454);(9.808873578876252, 52.35612129063632);00:27:04.72;M600
1404;(9.658661675056253, 52.34515950273687);(9.705711532780803, 52.397976466446316);00:27:05.88;Amzn
1405;(9.674864816454969, 52.305676995620935);(9.7593247113973, 52.36916852983689);00:27:07.04;M600
1406;(9.779499051786084, 52.39712523367113);(9.66879645817487, 52.33922053832564);00:27:08.19;Amzn
1407;(9.771207839970499, 52.4216329157605);(9.79233670062918, 52.34531975486499);00:27:09.35;M600
1408;(9.704798019679194, 52.35296627928232);(9.797302277708017, 52.36653338287219);00:27:10.51;M600
1409;(9.728998701383757, 52.31654650964824);(9.683812964905197, 52.39656616178392);00:27:11.67;M600
1410;(9.725841696399382, 52.382035073698646);(9.678350718287843, 52.3763820206175);00:27:12.82;W178
1411;(9.69637315870795, 52.322053236344125);(9.822801473199457, 52.33193823784695);00:27:13.98;M600
1412;(9.739299843523712, 52.329853356833524);(9.743027738520594, 52.34472388228137);00:27:15.14;W178
1413;(9.795186174677852, 52.35856839405986);(9.80400109990733, 52.36911687845179);00:27:16.29;M600
1414;(9.81178006552799, 52.38805198370717);(9.742926660033854, 52.29972923397219);00:27:17.45;Amzn
1415;(9.75081928256356, 52.42299431583781);(9.751864782370442, 52.32891052125131);00:27:18.61;M600
1416;(9.77844186044546, 52.40669857323632);(9.744836156236016, 52.3620301809875);00:27:19.77;M600
1417;(9.769666478777497, 52.360536390874806);(9.774062625967783, 52.407501942907714);00:27:20.92;W178
1418;(9.824440574198233, 52.356581921093095);(9.743933533176396, 52.35692901557224);00:27:22.08;Amzn
1419;(9.647344267906758, 52.40678296822742);(9.7393260240558, 52.418286225169176);00:27:23.24;W178
1420;(9.708328235545201, 52.38839107938706);(9.797535784115368, 52.356746560138724);00:27:24.39;M600
1421;(9.804954637202052, 52.35869058633968);(9.644789361186556, 52.307996177995015);00:27:25.55;M600
1422;(9.691032406354973, 52.32377274109142);(9.790603972507238, 52.39976148415641);00:27:26.71;M600
1423;(9.781673149930231, 52.416347562331396);(9.670046460429324, 52.3573386259831);00:27:27.87;W178
1424;(9.703993349417505, 52.380709070327356);(9.749301419549278, 52.420505552518684);00:27:29.02;W178
1425;(9.65841617533012, 52.3581443695001);(9.739199537450261, 52.411944261767225);00:27:30.18;M600
1426;(9.668239843960736, 52.34724092876084);(9.83873140056352, 52.35582455184666);00:27:31.34;M600
1427;(9.822950122085906, 52.306538385575955);(9.725399241111877, 52.312167586559504);00:27:32.50;Amzn
1428;(9.740166679799826, 52.39132730875222);(9.682922306885029, 52.305352140583786);00:27:33.65;W178
1429;(9.652683511099342, 52.3253856198925);(9.78054470874609, 52.374768150473315);00:27:34.81;Amzn
1430;(9.699666697359113, 52.38451365250689);(9.78286164557429, 52.437917118354235);00:27:35.97;Amzn
1431;(9.76430646780329, 52.42371124968385);(9.76754263161048, 52.355044086794194);00:27:37.12;M600
1432;(9.817554445504669, 52.340286605845385);(9.684864605167176, 52.38849854416035);00:27:38.28;M600
1433;(9.710437375053171, 52.391168166496485);(9.799177530625858, 52.42434475976786);00:27:39.44;Amzn
1434;(9.743809055583545, 52.39260612973717);(9.837987012687178, 52.39185900598864);00:27:40.60;M600
1435;(9.739093688138043, 52.362960870602606);(9.682674652964524, 52.38084229330578);00:27:41.75;W178
1436;(9.805996953186533, 52.30229900388596);(9.832249569025628, 52.35361445929967);00:27:42.91;Amzn
1437;(9.76842873126654, 52.30882575723263);(9.709393385099753, 52.421333255624546);00:27:44.07;M600
1438;(9.751003595385267, 52.31961043762417);(9.745466403708587, 52.35053414937353);00:27:45.22;M600
1439;(9.81884677547469, 52.40961078638582);(9.724247802056514, 52.30583919801249);00:27:46.38;M600
1440;(9.672015273110645, 52.3485889173628);(9.644620710515031, 52.33980857378798);00:27:47.54;W178
1441;(9.816022854252875, 52.34994349691183);(9.772520678376974, 52.30493322777492);00:27:48.70;Amzn
1442;(9.786029552879347, 52.34003280685682);(9.720358089729777, 52.36563923276918);00:27:49.85;M600
1443;(9.719053425957853, 52.431318415150216);(9.657237051971181, 52.326289689992976);00:27:51.01;M600
1444;(9.75113107523847, 52.304582353384276);(9.667583560687097, 52.31515849100351);00:27:52.17;M600
1445;(9.82274515808162, 52.43195845270919);(9.75843047153568, 52.3023054353487);00:27:53.33;W178
1446;(9.805465519983413, 52.36008845798811);(9.71219344828119, 52.3820273572409);00:27:54.48;M600
1447;(9.683193124962356, 52.30154036950797);(9.791363470728339, 52.351734887564405);00:27:55.64;M600
1448;(9.7842136205801, 52.40397057009335);(9.794037982856187, 52.30691496125509);00:27:56.80;Amzn
1449;(9.70501941473112, 52.37470153579541);(9.760943459136106, 52.39064089265367);00:27:57.95;M600
1450;(9.779368896183916, 52.32935107697719);(9.748300184661703, 52.38811414330256);00:27:59.11;M600
1451;(9.79681364515567, 52.375986627788336);(9.8285062966878, 52.43344516380709);00:28:00.27;W178
1452;(9.716830955970266, 52.4311671069528);(9.801904478978097, 52.387758026726935);00:28:01.43;Amzn
1453;(9.801222482529543, 52.4131211998865);(9.743880487093278, 52.31346141020041);00:28:02.58;W178
1454;(9.813658000217368, 52.41125851207468);(9.66437995514051, 52.36806617297406);00:28:03.74;W178
1455;(9.699119752853948, 52.43274099447576);(9.658365648709333, 52.41926314831166);00:28:04.90;M600
1456;(9.742245718258447, 52.41847093261726);(9.749583364754217, 52.350414406025976);00:28:06.05;W178
1457;(9.804225622917118, 52.38752738502729);(9.82566747683972, 52.338167610051734);00:28:07.21;M600
1458;(9.658236395788686, 52.31070482305133);(9.714794646614523, 52.39857365678115);00:28:08.37;M600
1459;(9.658000272725506, 52.309961804153936);(9.643850512622937, 52.323613393797096);00:28:09.53;M600
1460;(9.768201212051146, 52.375801396829544);(9.731867020462712, 52.434732541365584);00:28:10.68;Amzn
1461;(9.687232750814829, 52.34130342044768);(9.843575308554486, 52.30166103542142);00:28:11.84;Amzn
1462;(9.84257524625324, 52.30493006747828);(9.803092836827474, 52.35331771912361);00:28:13.00;M600
1463;(9.8343510664243, 52.35228256765897);(9.759416472398954, 52.30734462743442);00:28:14.15;Amzn
1464;(9.843925462560806, 52.40319183549258);(9.689072819388842, 52.43384357370392);00:28:15.31;M600
1465;(9.68243471841914, 52.41863842512709);(9.825634095525963, 52.35013644576206);00:28:16.47;M600
1466;(9.721451412371454, 52.31765093576274);(9.801303190333641, 52.37839723273296);00:28:17.63;M600
1467;(9.743890433124186, 52.43026539706643);(9.65476664572763, 52.33975798351264);00:28:18.78;M600
1468;(9.711080126785662, 52.38409556292964);(9.673218390212016, 52.428362444018326);00:28:19.94;M600
1469;(9.651497332998888, 52.33962224592488);(9.770734047826041, 52.41077800793252);00:28:21.10;M600
1470;(9.76580591412575, 52.386927172013316);(9.76174823836127, 52.33566599256938);00:28:22.26;M600
1471;(9.8123993308677, 52.35827810025807);(9.690519038666382, 52.32584163454291);00:28:23.41;M600
1472;(9.707740410931406, 52.41524558334497);(9.652837888624616, 52.393121831720684);00:28:24.57;M600
1473;(9.744355505325156, 52.34363663318222);(9.800725283163905, 52.31379681071352);00:28:25.73;M600
1474;(9.656549390168305, 52.434719096316904);(9.64800693706505, 52.34126271298902);00:28:26.88;M600
1475;(9.766019799148241, 52.42631458837314);(9.647796181985363, 52.362203711058505);00:28:28.04;W178
1476;(9.834506323692565, 52.41847269717655);(9.755200521688112, 52.33937444772004);00:28:29.20;W178
1477;(9.835122261430524, 52.37358120895755);(9.786103035547635, 52.35086908858343);00:28:30.36;M600
1478;(9.673004051246183, 52.38630344326431);(9.830449369053799, 52.37867903234377);00:28:31.51;Amzn
1479;(9.766794605856848, 52.38830177131103);(9.648222914496586, 52.36374094755286);00:28:32.67;M600
1480;(9.667246917179396, 52.38423269062858);(9.711333414519649, 52.37008104843792);00:28:33.83;M600
1481;(9.711126636357632, 52.30900863467365);(9.70345643864477, 52.37803878534285);00:28:34.98;W178
1482;(9.818234458572812, 52.35641042529896);(9.66765059910036, 52.31579569891921);00:28:36.14;Amzn
1483;(9.839051798629182, 52.43543811092782);(9.69718262253221, 52.35069456839251);00:28:37.30;Amzn
