;origin;destination;departure;drone
281;(9.703476333753624, 52.42193949400677);(9.772239817440495, 52.43306137240129);00:54:23.34;Amzn
282;(9.690384457728971, 52.31262991741653);(9.700604057763957, 52.30770786774281);00:54:34.91;M600
283;(9.666431707999154, 52.33185057249818);(9.654705846091122, 52.304019837600094);00:54:46.48;M600
284;(9.760080327777374, 52.34224256073929);(9.727200761585204, 52.42812017629242);00:54:58.05;Amzn
285;(9.814221036861925, 52.39937024560701);(9.747341786174928, 52.30262095507861);00:55:09.62;W178
286;(9.707908060147739, 52.41147180125169);(9.836731194009213, 52.33810660408081);00:55:21.20;W178
287;(9.701973399901625, 52.30505269762668);(9.781622180063486, 52.369214058635684);00:55:32.77;M600
288;(9.793019977599569, 52.425585830676724);(9.645489411770864, 52.32644811207414);00:55:44.34;W178
289;(9.729045843025865, 52.30387542322996);(9.776226682868666, 52.42029587024045);00:55:55.91;M600
290;(9.650729581994337, 52.34809844039507);(9.64721315571653, 52.310372524829305);00:56:07.48;Amzn
291;(9.827057688733667, 52.318572113926436);(9.66621916946695, 52.30825309557552);00:56:19.06;Amzn
292;(9.701746350551987, 52.3017073408414);(9.814066476644033, 52.31203213541229);00:56:30.63;Amzn
293;(9.83475946125784, 52.34593615407747);(9.802600362683192, 52.39474947179775);00:56:42.20;M600
294;(9.73571773988587, 52.39039722193885);(9.789276759088096, 52.405894708881554);00:56:53.77;M600
295;(9.765181433928106, 52.36175431091459);(9.679779977596981, 52.360348511143386);00:57:05.35;W178
296;(9.656758450846961, 52.391050560642846);(9.757048786529836, 52.357790329253596);00:57:16.92;W178
297;(9.774024187881016, 52.31877212732109);(9.768854298536125, 52.38549247459638);00:57:28.49;M600
298;(9.661019663932606, 52.314316877117925);(9.759574872861283, 52.39432137246975);00:57:40.06;M600
299;(9.663017508751675, 52.347416398666375);(9.82628459282887, 52.35792194185866);00:57:51.63;M600
300;(9.71569237443044, 52.38802257568169);(9.827980865355286, 52.402816163708216);00:58:03.21;M600
301;(9.766602555700793, 52.308494723895095);(9.764237546867166, 52.41767423842825);00:58:14.78;W178
302;(9.731792324765644, 52.30671365740576);(9.729862888221962, 52.37423277381977);00:58:26.35;Amzn
303;(9.811460135680854, 52.3343149722668);(9.650890978357374, 52.375879829621226);00:58:37.92;M600
304;(9.810882839640152, 52.326412080051426);(9.716959377805056, 52.31486925857713);00:58:49.49;M600
305;(9.744637184624645, 52.331952814545154);(9.831058039808275, 52.40819638456515);00:59:01.07;M600
306;(9.659691670199978, 52.33729635824692);(9.69881053166517, 52.32946434033241);00:59:12.64;Amzn
307;(9.767372026793831, 52.370131977715786);(9.728739688761591, 52.32741315038366);00:59:24.21;M600
308;(9.685175253243232, 52.358936431582386);(9.826469568849964, 52.41175641763368);00:59:35.78;Amzn
309;(9.825467830993484, 52.32336220733125);(9.78418959156822, 52.425260990445985);00:59:47.36;M600
310;(9.68753060673352, 52.365622974313744);(9.670347093102562, 52.31981078133944);00:59:58.93;M600
311;(9.660487652695615, 52.32485942915385);(9.72887319293007, 52.4315851432554);01:00:10.50;W178
312;(9.774843938368644, 52.30187946927841);(9.779275926606932, 52.35630847940905);01:00:22.07;M600
313;(9.811280965815282, 52.33913513682197);(9.771064939652245, 52.326546400519995);01:00:33.64;M600
314;(9.72929941325454, 52.42304681805697);(9.748390698244837, 52.327444647126285);01:00:45.22;Amzn
315;(9.823799339154544, 52.32975703627803);(9.663132280690219, 52.39580562300172);01:00:56.79;W178
316;(9.836861327335082, 52.39409970973894);(9.715064515202059, 52.36474741808892);01:01:08.36;M600
317;(9.724979128245984, 52.36674376402451);(9.665786634008589, 52.362626134017454);01:01:19.93;Amzn
318;(9.811290958021297, 52.410174902629024);(9.79297336115563, 52.35922757342034);01:01:31.50;M600
319;(9.782775158374228, 52.346994048026495);(9.76473835791297, 52.330477450718185);01:01:43.08;W178
320;(9.784821863712903, 52.368742092316836);(9.80485542118166, 52.42503856616938);01:01:54.65;M600
321;(9.779221180817617, 52.328910102068456);(9.67294667053896, 52.39176418123541);01:02:06.22;M600
322;(9.697007728197882, 52.348185927475804);(9.706554318341764, 52.40715873213706);01:02:17.79;Amzn
323;(9.675179328041908, 52.30054825978276);(9.787651382492367, 52.32422374796087);01:02:29.37;M600
324;(9.652274079626036, 52.31712160159899);(9.660113664361859, 52.34653991265229);01:02:40.94;M600
325;(9.811093588842294, 52.39290193463278);(9.769612384460862, 52.389056475671765);01:02:52.51;W178
326;(9.686661418473738, 52.33521202797283);(9.77475196962195, 52.33123365500745);01:03:04.08;W178
327;(9.839432247423963, 52.36204039709764);(9.669518511474351, 52.32245374558276);01:03:15.65;M600
328;(9.819300504737768, 52.342530476062066);(9.809525578181697, 52.388370427109855);01:03:27.23;Amzn
329;(9.831622537036823, 52.347439634363994);(9.730431966284103, 52.38588975872637);01:03:38.80;Amzn
330;(9.81191470679803, 52.3658110616555);(9.771502226092467, 52.36193500867465);01:03:50.37;W178
331;(9.656042285637719, 52.39258013159176);(9.696328839165423, 52.40068509748832);01:04:01.94;M600
332;(9.705491080574935, 52.42026941573241);(9.747961399941076, 52.37274574405422);01:04:13.51;M600
333;(9.784822297127015, 52.42214149706359);(9.673137758501694, 52.40986788809684);01:04:25.09;M600
334;(9.664603790490391, 52.432080247241686);(9.793125272570132, 52.311281563579016);01:04:36.66;W178
335;(9.692087762076293, 52.35028507146929);(9.67606866054336, 52.4275234313613);01:04:48.23;Amzn
336;(9.759544265552341, 52.308420544704866);(9.716452234154328, 52.39282120184761);01:04:59.80;Amzn
337;(9.70138479777181, 52.41290125150802);(9.693335833785827, 52.30917580455878);01:05:11.38;M600
338;(9.790970080023966, 52.397494131248976);(9.781036493960999, 52.377744932334565);01:05:22.95;W178
339;(9.823615891730421, 52.41585761512662);(9.794011177610248, 52.30435374109596);01:05:34.52;M600
340;(9.793524703136368, 52.43370764062873);(9.753050021716732, 52.34035824115342);01:05:46.09;M600
341;(9.720254618920382, 52.43492537257776);(9.700504090498594, 52.372075657632934);01:05:57.66;Amzn
342;(9.702972066833652, 52.3214079469306);(9.66777000827706, 52.331173738477);01:06:09.24;Amzn
343;(9.824409319316457, 52.309407770171624);(9.81995661991844, 52.350483340943015);01:06:20.81;M600
344;(9.805588648819882, 52.32600746401635);(9.711605862765003, 52.35924602740616);01:06:32.38;W178
345;(9.695316995510696, 52.32748377969898);(9.763744780063657, 52.42934954376689);01:06:43.95;M600
346;(9.750935338153463, 52.388620663452);(9.675973129003937, 52.3160691615169);01:06:55.52;M600
347;(9.689683066856743, 52.43446450575788);(9.769992025395732, 52.38958535757034);01:07:07.10;M600
348;(9.807410177655372, 52.42383902866456);(9.66473110689302, 52.39891440793875);01:07:18.67;Amzn
349;(9.83187858599513, 52.356820797102245);(9.710318827958412, 52.367758663279865);01:07:30.24;Amzn
350;(9.794579822871013, 52.35961452431516);(9.829902926029547, 52.436869519362425);01:07:41.81;M600
351;(9.701051776467555, 52.36781699496641);(9.79661887634405, 52.370027913203074);01:07:53.38;Amzn
352;(9.809892732623451, 52.37056153737967);(9.829740442220592, 52.365118433284714);01:08:04.96;Amzn
353;(9.773102768618338, 52.36123631384595);(9.729412301349946, 52.41560171539749);01:08:16.53;M600
354;(9.818872202101828, 52.426591690944356);(9.795096574637931, 52.3613809823078);01:08:28.10;M600
355;(9.773639032147939, 52.34308887127567);(9.700038567197932, 52.37803830648033);01:08:39.67;Amzn
356;(9.647398188149879, 52.341087071338116);(9.703533269266359, 52.31876069968127);01:08:51.25;Amzn
357;(9.823146021840262, 52.303428228734255);(9.841135018034965, 52.357794587713485);01:09:02.82;M600
358;(9.719406339454935, 52.33636069070656);(9.711007419475315, 52.37750701196973);01:09:14.39;Amzn
359;(9.79241117536858, 52.43590670894238);(9.668049300478591, 52.32207519156564);01:09:25.96;Amzn
360;(9.743674195348419, 52.410939488468244);(9.67548339860171, 52.32111772375706);01:09:37.53;M600
361;(9.704763166826005, 52.3389670469325);(9.800169135488447, 52.42375253210843);01:09:49.11;M600
362;(9.67641788963384, 52.39067150003591);(9.698198898505538, 52.33069993732463);01:10:00.68;Amzn
363;(9.651795645342709, 52.38770159761066);(9.746491788254842, 52.423258612854696);01:10:12.25;W178
364;(9.697864762764494, 52.309125771795536);(9.654341099636696, 52.315607309570105);01:10:23.82;Amzn
365;(9.805466356177895, 52.36466950204868);(9.796680082641242, 52.31300816956622);01:10:35.39;W178
366;(9.818334830098825, 52.33359737179966);(9.682162092947722, 52.340758146189465);01:10:46.97;M600
367;(9.651710350277153, 52.312326487901366);(9.697031748822397, 52.37111372695375);01:10:58.54;W178
368;(9.807037375417499, 52.323320349946066);(9.679296262480852, 52.39808518571316);01:11:10.11;M600
369;(9.758865053871602, 52.30840751729917);(9.779829341997146, 52.302099504017214);01:11:21.68;M600
370;(9.809996326339686, 52.421077573283206);(9.775322466421024, 52.334695242683026);01:11:33.26;M600
371;(9.778606261267996, 52.374731868560495);(9.679138311989767, 52.43041114159104);01:11:44.83;Amzn
372;(9.782467013917902, 52.38883934611368);(9.707729437791604, 52.32526122117969);01:11:56.40;W178
373;(9.805786068828443, 52.369676573905586);(9.672253159602516, 52.3952963139908);01:12:07.97;M600
374;(9.66950031071593, 52.29838168664082);(9.644917111775307, 52.34046672443971);01:12:19.54;M600
375;(9.774410557796866, 52.33576438626442);(9.731173469596513, 52.37463084269544);01:12:31.12;M600
376;(9.713422526396185, 52.316909535873705);(9.66368283766225, 52.328858328501184);01:12:42.69;Amzn
377;(9.671139180515242, 52.34735529398181);(9.7282786511169, 52.32158739393054);01:12:54.26;Amzn
378;(9.829490702450952, 52.317436570463);(9.83486036743904, 52.35890177201701);01:13:05.83;M600
379;(9.803028314966978, 52.378597098544915);(9.686260244822655, 52.32322024568559);01:13:17.40;W178
380;(9.727144432307615, 52.36628749542636);(9.65369988555686, 52.34336319577949);01:13:28.98;Amzn
381;(9.68125280265921, 52.33066554936125);(9.778599222690842, 52.372952361997356);01:13:40.55;M600
382;(9.694955097702122, 52.407928027027424);(9.842538153295308, 52.37202883099178);01:13:52.12;M600
383;(9.843072426961315, 52.373698529166454);(9.713824370406426, 52.404295010754694);01:14:03.69;W178
384;(9.770752508152817, 52.30373031088224);(9.669858789792618, 52.363358982757646);01:14:15.27;M600
385;(9.720483399401255, 52.41809891812027);(9.785025688878848, 52.38776007142349);01:14:26.84;M600
386;(9.72835382562862, 52.424755819843426);(9.647728723986837, 52.40459971084776);01:14:38.41;M600
387;(9.647202384351017, 52.43716567574152);(9.645892288580946, 52.31733281955249);01:14:49.98;Amzn
388;(9.69654252128031, 52.407850299607965);(9.714028215933281, 52.34239086846356);01:15:01.55;W178
389;(9.770099348051444, 52.32102703525514);(9.832245707757675, 52.40943610485229);01:15:13.13;M600
390;(9.728778943895287, 52.311813167870035);(9.739096698929865, 52.316853917234965);01:15:24.70;Amzn
391;(9.800110673448104, 52.42330341037072);(9.840663720786598, 52.430653788603465);01:15:36.27;Amzn
392;(9.825271591740158, 52.33527845678851);(9.718322232138028, 52.30237651981371);01:15:47.84;Amzn
393;(9.701239850061985, 52.29797387917168);(9.779330624064858, 52.42368824104974);01:15:59.41;M600
394;(9.759559886687345, 52.36970162127525);(9.6599187129997, 52.377416991682935);01:16:10.99;Amzn
395;(9.712623707945523, 52.35295284501314);(9.721608001905404, 52.42043260425336);01:16:22.56;M600
396;(9.8023920421279, 52.353027163484626);(9.655749293990286, 52.407500686441594);01:16:34.13;M600
397;(9.838572997617481, 52.40754218417669);(9.79261485687871, 52.406365386574194);01:16:45.70;M600
398;(9.655739817959445, 52.33939024689082);(9.791052326693311, 52.40978647703837);01:16:57.28;M600
399;(9.81950699976925, 52.33068877153329);(9.770991231749461, 52.32429292401385);01:17:08.85;Amzn
400;(9.706053311228986, 52.38368707937064);(9.726586305404306, 52.3617156261694);01:17:20.42;M600
401;(9.728456667011267, 52.38605353650624);(9.786753837313123, 52.301025794133);01:17:31.99;Amzn
402;(9.794579714767718, 52.41400632651598);(9.666425292222689, 52.347956760661035);01:17:43.56;M600
403;(9.819743344714853, 52.31418397137677);(9.664433392817065, 52.37157359109651);01:17:55.14;W178
404;(9.723844738814947, 52.31770051192862);(9.767860735813104, 52.42285529038061);01:18:06.71;M600
405;(9.679864509952498, 52.431276755557235);(9.67745840613373, 52.36866758828412);01:18:18.28;M600
406;(9.802668264208679, 52.31681397318879);(9.722145847763146, 52.33044448782295);01:18:29.85;M600
407;(9.819720121088695, 52.360753136926704);(9.767714275456024, 52.36249775241864);01:18:41.42;M600
408;(9.839880194037232, 52.32319040487033);(9.743014564822671, 52.33433494620849);01:18:53.00;M600
409;(9.706398110945026, 52.30266100084602);(9.68018165400901, 52.3022018351352);01:19:04.57;W178
410;(9.661749612326984, 52.30765286299321);(9.804607627962579, 52.32267172299743);01:19:16.14;M600
411;(9.797988134990955, 52.31173524339554);(9.833028465451388, 52.401769532167656);01:19:27.71;Amzn
412;(9.841685755971596, 52.31885873839347);(9.814425089399839, 52.316275053300494);01:19:39.28;Amzn
413;(9.773867714694985, 52.31927473951836);(9.737354705575317, 52.3564765523387);01:19:50.86;Amzn
414;(9.690976202127036, 52.422223374021144);(9.715465492345203, 52.37645610436919);01:20:02.43;W178
415;(9.821466557671304, 52.31325581352755);(9.773671244557855, 52.39718215368549);01:20:14.00;W178
416;(9.836934798035472, 52.35011152280833);(9.750131062894418, 52.40936206631966);01:20:25.57;Amzn
417;(9.833472002014462, 52.378124349582556);(9.779513799936435, 52.303118310320166);01:20:37.15;W178
418;(9.768201945895616, 52.38569158926569);(9.835602279176639, 52.412545196580105);01:20:48.72;M600
419;(9.665760523255507, 52.33365930914429);(9.801828045337173, 52.42231065737428);01:21:00.29;M600
420;(9.756084135949411, 52.370766314539146);(9.719627186380334, 52.42258059229092);01:21:11.86;W178
421;(9.81832672447927, 52.380070466188);(9.69721316781218, 52.351543602003275);01:21:23.43;M600
422;(9.766285709821863, 52.42223399202105);(9.761055290862025, 52.30075591155837);01:21:35.01;Amzn
423;(9.749915120431613, 52.309581431823645);(9.645843131565186, 52.37437380856307);01:21:46.58;Amzn
424;(9.827474071165659, 52.429868463277515);(9.69845641953034, 52.37282957077926);01:21:58.15;Amzn
425;(9.778498932328644, 52.41855802078999);(9.823220898469646, 52.37832825193277);01:22:09.72;M600
426;(9.76586510465717, 52.38070149256476);(9.7171119293194, 52.400582587206074);01:22:21.29;M600
427;(9.806135703395027, 52.39978604032562);(9.756754220095328, 52.33273015942876);01:22:32.87;M600
428;(9.68893976803272, 52.36267760013053);(9.735471293540105, 52.35499387268808);01:22:44.44;M600
429;(9.685401612932656, 52.357568858021054);(9.710664782910705, 52.41258876012759);01:22:56.01;M600
430;(9.693246712450126, 52.40126582409504);(9.666248959659248, 52.38565986863925);01:23:07.58;Amzn
431;(9.6850124469713, 52.43736215166435);(9.781644517873223, 52.41268634097726);01:23:19.16;Amzn
432;(9.808024378582672, 52.38701148222611);(9.70440413003635, 52.380546765988036);01:23:30.73;M600
433;(9.824811274310186, 52.33154692503475);(9.796556443211957, 52.41839693446648);01:23:42.30;W178
434;(9.676757116378186, 52.34489493639412);(9.68864716003296, 52.37508023187928);01:23:53.87;Amzn
435;(9.782187677118182, 52.42465736305524);(9.747553692154824, 52.428876666873876);01:24:05.44;M600
436;(9.736506274731385, 52.40259148080102);(9.643483465225009, 52.37939242859265);01:24:17.02;M600
437;(9.701474195183504, 52.41880384796484);(9.664054354239186, 52.395716342963624);01:24:28.59;Amzn
438;(9.727817322321751, 52.36574512008889);(9.729736689349389, 52.318683165071896);01:24:40.16;M600
439;(9.795616372871313, 52.40204886596474);(9.650053847095219, 52.30363494746784);01:24:51.73;W178
440;(9.78335544256184, 52.408278988819895);(9.673591718958669, 52.35457861354316);01:25:03.30;M600
441;(9.782192129267928, 52.318544936679096);(9.73118608252501, 52.421698439384535);01:25:14.88;Amzn
442;(9.691713354894858, 52.417332940494006);(9.682234365055132, 52.31522433239674);01:25:26.45;M600
443;(9.647092531665486, 52.32069647723723);(9.656558574958641, 52.35774842711317);01:25:38.02;M600
444;(9.664234416628311, 52.298286480144995);(9.83146838675829, 52.33936460126504);01:25:49.59;M600
445;(9.814426518813539, 52.331017773756926);(9.79917333053264, 52.40487869746578);01:26:01.17;M600
446;(9.798737682699798, 52.421769249780674);(9.696197218772982, 52.41717336840881);01:26:12.74;M600
447;(9.708198354011689, 52.342348451650324);(9.748665048318687, 52.406531727232434);01:26:24.31;M600
448;(9.825594866778387, 52.38605217901056);(9.696823264444818, 52.40080677866445);01:26:35.88;M600
449;(9.656767826543396, 52.37787862780707);(9.760966127179808, 52.383920124198475);01:26:47.45;Amzn
450;(9.728911389264935, 52.3986275182478);(9.707978225941073, 52.36292017593842);01:26:59.03;M600
451;(9.69175644495135, 52.390937348157024);(9.694542153596338, 52.344562357708924);01:27:10.60;Amzn
452;(9.703213868349476, 52.306222699804174);(9.771600383918297, 52.39536866046039);01:27:22.17;M600
453;(9.669882040779754, 52.43582746215156);(9.672442832284762, 52.37636034306093);01:27:33.74;M600
454;(9.693518365032537, 52.30052587265145);(9.716963233059575, 52.34188230307804);01:27:45.31;W178
455;(9.74141769002087, 52.3565398730031);(9.749716032693058, 52.36183882323577);01:27:56.89;M600
456;(9.825896433302553, 52.410736498535655);(9.83219351448189, 52.400752277622935);01:28:08.46;M600
457;(9.716434909271472, 52.3822704795548);(9.651170116520374, 52.30218898355322);01:28:20.03;M600
458;(9.73889106062214, 52.31984586125821);(9.777674128557276, 52.38973053296369);01:28:31.60;Amzn
459;(9.689847064597092, 52.352361724919156);(9.72116304974853, 52.402952707777295);01:28:43.18;M600
460;(9.691306231142388, 52.29800337124627);(9.794457717524207, 52.30723355693598);01:28:54.75;Amzn
461;(9.668769072245597, 52.43177585047646);(9.789772096486523, 52.31942319587706);01:29:06.32;Amzn
462;(9.825351535001655, 52.34942692435585);(9.83621926949913, 52.35794504849765);01:29:17.89;M600
463;(9.749152421951585, 52.388021576312944);(9.754521456625378, 52.357175767909204);01:29:29.46;M600
464;(9.84104104126535, 52.40944492531891);(9.831152138365475, 52.35444277837067);01:29:41.04;W178
465;(9.84239392031251, 52.363406590658705);(9.78009708072812, 52.38497793584915);01:29:52.61;M600
466;(9.729882032222227, 52.41069297537235);(9.697627014055602, 52.33750841874217);01:30:04.18;W178
467;(9.68567797606504, 52.38174015792494);(9.751885330800302, 52.414725594034394);01:30:15.75;W178
468;(9.656428057093176, 52.314754778997035);(9.651912240968702, 52.38128446235094);01:30:27.32;Amzn
469;(9.7986861527704, 52.366999837249985);(9.677989321288733, 52.42943838167434);01:30:38.90;M600
470;(9.692116866454024, 52.39719611019799);(9.646568076374328, 52.40588560753256);01:30:50.47;Amzn
471;(9.808203120153445, 52.32103140290663);(9.838106579528015, 52.418437324637175);01:31:02.04;Amzn
472;(9.815437532569696, 52.39482494169886);(9.751202070915449, 52.43017249612731);01:31:13.61;M600
473;(9.751228144431225, 52.41877935335109);(9.805716079918854, 52.308695712936114);01:31:25.18;M600
474;(9.662298362044302, 52.39583077016985);(9.830680711310968, 52.36273157558692);01:31:36.76;M600
475;(9.742406392736498, 52.30950838454419);(9.646165260027672, 52.32290737665542);01:31:48.33;M600
476;(9.824239718550848, 52.363375287941224);(9.83407252253982, 52.30179435190329);01:31:59.90;W178
477;(9.787799813917001, 52.30790765725388);(9.719311791135448, 52.30758447943973);01:32:11.47;M600
478;(9.735871636174428, 52.319784071829275);(9.778618237586066, 52.31222650432695);01:32:23.05;M600
479;(9.6647552619926, 52.3753519515923);(9.756105618019877, 52.32923182435713);01:32:34.62;W178
480;(9.704740852438437, 52.32616699710134);(9.772853301418722, 52.354376071227854);01:32:46.19;M600
481;(9.800058932742628, 52.34487497097659);(9.718607633806977, 52.39670077976534);01:32:57.76;M600
482;(9.653789395149927, 52.362779844249246);(9.759401040004871, 52.36223486320662);01:33:09.33;W178
483;(9.77011473557678, 52.36957944953632);(9.704184720980004, 52.3615531854753);01:33:20.91;M600
484;(9.697083508475309, 52.38119355562109);(9.648852805664534, 52.324224585833086);01:33:32.48;M600
485;(9.666116377562986, 52.32316871666956);(9.697531325895955, 52.31241255556625);01:33:44.05;W178
486;(9.742437864473235, 52.34467227069378);(9.695995562922413, 52.30295781299516);01:33:55.62;M600
487;(9.837134975784863, 52.37814240274936);(9.706913210223954, 52.377195346546);01:34:07.19;M600
488;(9.726404751874044, 52.404064092342715);(9.765025092189628, 52.436944726355605);01:34:18.77;M600
489;(9.708678828271458, 52.42349517073791);(9.650102007196805, 52.40503025104904);01:34:30.34;M600
490;(9.773924258750169, 52.3611561679566);(9.763015210730991, 52.417281182783206);01:34:41.91;M600
491;(9.694600111651258, 52.2986214113315);(9.792701154979811, 52.33003934727948);01:34:53.48;M600
492;(9.730403249591195, 52.419627246832555);(9.83554286120792, 52.397431981765386);01:35:05.06;Amzn
493;(9.718212114785361, 52.35873873622126);(9.776962453726595, 52.35513713799935);01:35:16.63;M600
494;(9.781060381198193, 52.42568771010716);(9.7399539560585, 52.4007254483694);01:35:28.20;M600
495;(9.690575272308708, 52.32246236471067);(9.7522745949086, 52.31508340585517);01:35:39.77;M600
496;(9.830287734278238, 52.32543281104684);(9.687556944793334, 52.33498752346659);01:35:51.34;Amzn
497;(9.767712130783668, 52.40421168952721);(9.834134283403024, 52.29865093844639);01:36:02.92;M600
498;(9.661226360822601, 52.335354375174035);(9.705753108070429, 52.42045821603659);01:36:14.49;Amzn
499;(9.834105010332802, 52.4039349495372);(9.839326156652037, 52.37149964681902);01:36:26.06;M600
500;(9.723594561172668, 52.33222264480613);(9.8324179288698, 52.39308397287895);01:36:37.63;Amzn
501;(9.83911680520635, 52.43414518063476);(9.82691520521707, 52.423493084422134);01:36:49.20;W178
502;(9.69081626540557, 52.34296101930882);(9.836068077061212, 52.30133797276997);01:37:00.78;M600
503;(9.752657726331961, 52.431739900629246);(9.648504773559539, 52.33173600495419);01:37:12.35;M600
504;(9.768159765634058, 52.43735325261901);(9.776626384283254, 52.4067252085974);01:37:23.92;Amzn
505;(9.837848806477, 52.32132706062053);(9.786184369067115, 52.419406441060495);01:37:35.49;W178
506;(9.719280795434459, 52.35530653759437);(9.801121764704941, 52.335759428597505);01:37:47.07;W178
507;(9.74605680795374, 52.34059359454715);(9.807936455680062, 52.39387337860251);01:37:58.64;M600
508;(9.83988323588896, 52.36912757716287);(9.811654382677744, 52.42971678285914);01:38:10.21;Amzn
509;(9.834944624306436, 52.33610423196105);(9.792249440962875, 52.43466020078324);01:38:21.78;M600
510;(9.825472952509141, 52.431129906917256);(9.699790789474102, 52.30217888817938);01:38:33.35;W178
511;(9.70017259925742, 52.42049689439758);(9.664381267687947, 52.37751394161005);01:38:44.93;W178
512;(9.745973753753939, 52.42192689298804);(9.826443849392875, 52.37491716354414);01:38:56.50;W178
513;(9.737843121579782, 52.350603955376485);(9.680738277505812, 52.34414421127232);01:39:08.07;Amzn
514;(9.673193087192965, 52.33270163219229);(9.768660859368813, 52.34708219237836);01:39:19.64;Amzn
515;(9.717823372253097, 52.34219182649734);(9.706437473346448, 52.317478759959386);01:39:31.21;M600
516;(9.738599742903652, 52.34305337663171);(9.762178794584836, 52.401114889251005);01:39:42.79;M600
517;(9.679377966078592, 52.31363220849108);(9.817890192964606, 52.40238730673008);01:39:54.36;M600
518;(9.655843773012336, 52.382113558799816);(9.759618298076028, 52.32363667221956);01:40:05.93;M600
519;(9.659494445774072, 52.318022932007494);(9.725836520408956, 52.30758360660089);01:40:17.50;W178
520;(9.651488589546068, 52.37982111991823);(9.692700164248429, 52.351936185185124);01:40:29.07;Amzn
521;(9.803216338332303, 52.36221334451968);(9.756863866639886, 52.41382735087499);01:40:40.65;M600
522;(9.681885646261449, 52.434744457540866);(9.822339279006696, 52.3706518396976);01:40:52.22;M600
523;(9.716270738716117, 52.33267618693327);(9.803823408172327, 52.430494338547824);01:41:03.79;Amzn
524;(9.761845744109506, 52.41286510452249);(9.761606488518828, 52.334608288853985);01:41:15.36;M600
525;(9.72561261887393, 52.3441459699556);(9.712913759206042, 52.402728403446396);01:41:26.94;M600
526;(9.789870775839379, 52.397163753528005);(9.76981639148243, 52.399065224849274);01:41:38.51;Amzn
527;(9.708578322294679, 52.306080521149426);(9.732254837699397, 52.354119219585726);01:41:50.08;Amzn
528;(9.798279026398438, 52.34306620894529);(9.794215600803616, 52.36878573136002);01:42:01.65;Amzn
529;(9.823992688768424, 52.30215174883406);(9.830702157959733, 52.33227023858776);01:42:13.22;M600
530;(9.739337173520601, 52.393461361593054);(9.812493179195057, 52.339666013678745);01:42:24.80;M600
531;(9.78238693364448, 52.35344653397298);(9.70863589871342, 52.41118421225423);01:42:36.37;W178
532;(9.669627032664497, 52.3014565103553);(9.829118716725338, 52.38227063558154);01:42:47.94;Amzn
533;(9.7893619320576, 52.379078156765345);(9.799310064931776, 52.34880583131718);01:42:59.51;W178
534;(9.786560675648326, 52.359877436352946);(9.647549979976812, 52.324313681092555);01:43:11.08;M600
535;(9.661882393146819, 52.298262020453734);(9.717919556877485, 52.32826608881181);01:43:22.66;M600
536;(9.717064834253597, 52.37536767304555);(9.665841458197033, 52.37060203161207);01:43:34.23;M600
537;(9.69390317975906, 52.38739209618404);(9.738016737326, 52.34071697241635);01:43:45.80;W178
538;(9.645290310119199, 52.43558724286851);(9.65240721533226, 52.3998065629546);01:43:57.37;Amzn
539;(9.711955970234117, 52.36621849020349);(9.762420403113438, 52.31835820568846);01:44:08.95;W178
540;(9.808929005906739, 52.30822126818593);(9.671593751171494, 52.37486147648651);01:44:20.52;Amzn
541;(9.701785984961369, 52.30195965512392);(9.64365733614588, 52.33272805551183);01:44:32.09;M600
542;(9.767053070038559, 52.3425392305865);(9.64997106588375, 52.32479046318401);01:44:43.66;M600
543;(9.814516970592258, 52.36142203338087);(9.801400656662265, 52.41451667059919);01:44:55.23;W178
544;(9.83847278770043, 52.357764291083434);(9.742512182032259, 52.37364798523667);01:45:06.81;M600
545;(9.78108695118555, 52.361426124902565);(9.697577056924356, 52.35543505795288);01:45:18.38;M600
546;(9.730370518259745, 52.32602499349503);(9.660971793162153, 52.338789064907424);01:45:29.95;W178
547;(9.724130391141454, 52.411978054089694);(9.713636576458734, 52.3955430739859);01:45:41.52;M600
548;(9.677172953639404, 52.34940121229045);(9.771426671791113, 52.3165372237005);01:45:53.09;Amzn
549;(9.742527455974312, 52.35706409197181);(9.648393459455601, 52.426173893356435);01:46:04.67;Amzn
550;(9.750386166797792, 52.34439693887088);(9.720314120216964, 52.32684733318877);01:46:16.24;W178
551;(9.681916983768371, 52.39887924302002);(9.676623077860528, 52.389679322154365);01:46:27.81;Amzn
552;(9.82189617789076, 52.37256306260613);(9.740369698131694, 52.428405463888836);01:46:39.38;Amzn
553;(9.692835284753535, 52.364061120945586);(9.766827163342679, 52.31376811344425);01:46:50.96;M600
554;(9.779704541772535, 52.30280211836461);(9.837194391423244, 52.37094166368612);01:47:02.53;Amzn
555;(9.67592619991525, 52.31609095593772);(9.79665601934211, 52.40480283521085);01:47:14.10;M600
556;(9.654811024935803, 52.37151182601046);(9.817040293410814, 52.336363451382525);01:47:25.67;Amzn
557;(9.755784237727918, 52.327572838978455);(9.82267522030589, 52.4048194054184);01:47:37.24;M600
558;(9.653771582972562, 52.394308300753494);(9.699718810095979, 52.43788630374336);01:47:48.82;Amzn
559;(9.761949440959059, 52.3761331675185);(9.67519553730222, 52.33440296504569);01:48:00.39;Amzn
560;(9.69262793191308, 52.32281192195526);(9.815931713665492, 52.39894992415185);01:48:11.96;Amzn
561;(9.746083324053174, 52.38078595315964);(9.828595169047873, 52.381899577205715);01:48:23.53;W178
562;(9.800615914495946, 52.33826973741786);(9.69903984500093, 52.34509490308664);01:48:35.10;Amzn
